905306592,BP#AK0001,1,1690000,1436500,1-7-2022,12
905306592,MH#MS0001,1,2700000,2400000,1-7-2022,18
905306592,CH#LT0002,2,245000,208250,2-7-2022,6
905306592,TN#AI0001,1,2700000,2400000,2-7-2022,6
368680340,LO#SN0001,1,3650000,3102500,2-7-2022,12
343457344,MH#RE0001,1,3899000,3400000,2-7-2022,18
343457344,BP#AK0002,1,1800000,1530000,3-7-2022,12
777465394,MH#TK0001,2,4250000,3700000,4-7-2022,18
777465394,BP#AK0005,1,820000,697000,4-7-2022,12
395502024,MH#TK0001,1,4250000,3700000,4-7-2022,18
395502024,CH#LT0001,1,275000,233750,4-7-2022,6
395502024,BP#AK0005,2,820000,697000,4-7-2022,12
941295687,BP#AK0001,1,1690000,1436500,5-7-2022,12
941295687,MH#TK0001,1,4250000,3700000,5-7-2022,18
787626125,MH#EL0001,1,2160000,1800000,5-7-2022,18
905438149,BP#AK0005,3,2160000,697000,6-7-2022,12
905438149,MH#EL0001,1,2160000,1800000,6-7-2022,18
366139233,BP#AK0002,1,1800000,1530000,6-7-2022,12
377884226,LO#JL0002,1,6590000,5601500,9-7-2022,12
773318131,BP#AK0005,1,2160000,697000,9-7-2022,12
773318131,MH#TK0001,1,4250000,3700000,10-7-2022,18
773318131,LO#JL0002,1,6590000,5601500,10-7-2022,12
775933761,CH#LT0001,1,275000,233750,10-7-2022,6
775933761,LO#JL0002,1,6590000,5601500,10-7-2022,12
916608188,BP#AK0002,1,1800000,1530000,10-7-2022,12
916608188,CH#DK0001,1,250000,212500,10-7-2022,6
392765347,CH#DK0001,3,250000,212500,11-7-2022,6
392765347,CH#LT0003,1,1680000,1428000,11-7-2022,6
337667017,TN#XI0001,1,119000,75000,11-7-2022,6
923386726,BP#AK0004,1,1490000,1266500,11-7-2022,12
923386726,CH#LT0001,2,275000,233750,11-7-2022,6
923386726,MH#RE0001,1,3899000,3400000,11-7-2022,18
923386726,BP#AK0001,1,1690000,1436500,16-7-2022,12
923386726,BP#AK0004,1,1490000,1266500,16-7-2022,12
923386726,MH#RE0001,1,3899000,3400000,20-7-2022,18
981502749,CH#LT0001,1,275000,233750,20-7-2022,6
589087818,MH#MS0001,1,2700000,2400000,20-7-2022,18
879675120,MH#MS0001,1,2700000,2400000,22-7-2022,18
896454218,MH#RE0001,1,3899000,3400000,22-7-2022,18
896454218,CH#LT0001,1,275000,233750,25-7-2022,6
934898661,MH#MS0001,1,2700000,2400000,26-7-2022,18
935340376,MH#MS0001,2,2700000,2400000,28-7-2022,18
935340376,TN#AI0001,1,2700000,2400000,28-7-2022,6
383600431,TN#ME0001,1,200000,130000,1-8-2022,6
383600431,BP#AK0002,1,1800000,1530000,1-8-2022,12
782801290,MH#RE0001,1,3899000,3400000,1-8-2022,18
377382067,BP#AK0004,3,1490000,1266500,1-8-2022,12
377382067,MH#TK0001,1,4250000,3700000,1-8-2022,18
377382067,CH#LT0003,1,1680000,1428000,1-8-2022,6
905430909,BP#AK0001,1,1690000,1436500,2-8-2022,12
963678770,TN#GA0001,1,150000,115000,2-8-2022,6
363442302,LO#JL0003,1,1590000,1351500,2-8-2022,12
363442302,CH#LT0002,1,245000,208250,2-8-2022,6
376218642,LO#JL0003,5,1590000,1351500,5-8-2022,12
376218642,CH#LT0002,1,245000,208250,6-8-2022,12
704023553,BP#AK0001,1,1690000,1436500,8-8-2022,12
704023553,TN#OP0001,1,260000,180000,8-8-2022,6
704023553,CH#AK0001,1,440000,374000,8-8-2022,6
355950906,BP#AK0001,1,1690000,1436500,10-8-2022,12
355950906,MH#MS0001,1,2700000,2400000,10-8-2022,18
343469303,CH#LT0002,1,245000,208250,13-8-2022,6
343469303,BP#AK0002,2,1800000,1530000,13-8-2022,12
898314763,BP#AK0004,1,1490000,1266500,18-8-2022,12
898314763,CH#LT0003,1,1680000,1428000,18-8-2022,6
777446692,BP#AK0004,1,1490000,1266500,20-8-2022,12
935481854,CH#LT0004,1,490000,416500,20-8-2022,6
935481854,TN#ME0001,3,200000,130000,20-8-2022,6
775863964,BP#AK0001,1,1690000,1436500,20-8-2022,12
775863964,CH#LT0003,1,1680000,1428000,20-8-2022,6
775863964,BP#AK0002,1,1800000,1530000,20-8-2022,12
775863964,MH#MS0001,1,2700000,2400000,20-8-2022,18
818368242,LO#JL0002,1,6590000,5601500,20-8-2022,12
325687677,TN#ME0001,1,200000,130000,25-8-2022,6
325687677,BP#AK0004,1,1490000,1266500,25-8-2022,12
393400630,CH#DK0001,1,250000,212500,27-8-2022,6
921102166,CH#DK0001,1,250000,212500,28-8-2022,6
921102166,TN#OP0001,1,260000,180000,28-8-2022,6
353504690,TN#GA0001,3,150000,115000,28-8-2022,6
353504690,BP#AK0002,1,1800000,1530000,28-8-2022,12
837261246,TN#GA0001,1,150000,115000,1-9-2022,6
837261246,TN#GA0001,2,150000,115000,1-9-2022,6
898621585,TN#SP0001,1,860000,750000,1-9-2022,6
388454195,TN#SP0001,1,860000,750000,2-9-2022,6
337164315,BP#AK0002,1,1800000,1530000,2-9-2022,12
837261246,BP#AK0002,1,1800000,1530000,5-9-2022,12
837261246,LO#JL0001,1,2390000,2031500,5-9-2022,12
837261246,MH#DH0001,1,2350000,1900000,5-9-2022,18
984619309,LO#JL0001,1,2390000,2031500,6-9-2022,12
984619309,CH#ED0001,2,620000,527000,6-9-2022,6
984619309,BP#AK0001,1,1690000,1436500,6-9-2022,12
896208417,LO#JL0001,1,2390000,2031500,7-9-2022,12
896208417,CH#ED0001,1,620000,527000,7-9-2022,6
768614546,BP#ED0003,3,740000,629000,7-9-2022,12
327166942,MH#DH0001,1,2350000,1900000,9-9-2022,18
327166942,BP#DR0001,1,650000,552500,15-9-2022,12
342047996,BP#AK0002,1,1800000,1530000,18-9-2022,12
342047996,BP#ED0002,1,700000,595000,18-9-2022,12
342047996,CH#ED0001,1,620000,527000,18-9-2022,6
774524861,BP#NM0001,2,680000,578000,20-9-2022,12
328382701,LO#JL0002,1,6590000,5601500,20-9-2022,12
935424025,BP#ED0003,1,740000,629000,21-9-2022,12
935424025,CH#AK0002,1,295000,250750,21-9-2022,6
888060595,BP#AK0004,2,1490000,1266500,23-9-2022,12
337140663,BP#ED0003,1,740000,629000,25-9-2022,12
337140663,LO#JL0002,1,6590000,5601500,25-9-2022,12
945784127,BP#ED0003,1,740000,629000,28-9-2022,12
945784127,BP#ED0002,1,700000,595000,29-9-2022,12
775417665,LO#JL0003,1,1590000,1351500,1-10-2022,12
982470877,LO#JL0003,1,1590000,1351500,1-10-2022,12
357757617,BP#ED0001,1,850000,722500,5-10-2022,12
357757617,CH#AK0001,2,440000,374000,5-10-2022,6
395753159,BP#AK0002,1,1800000,1530000,8-10-2022,12
858912571,TN#AI0001,1,2700000,2400000,10-10-2022,6
911756630,CH#AK0001,1,440000,374000,15-10-2022,6
911756630,BP#ED0001,1,850000,722500,17-10-2022,12
942457367,TN#AI0001,3,2700000,2400000,17-10-2022,6
929359373,BP#ED0001,1,850000,722500,20-10-2022,12
825722103,CH#DK0001,1,250000,212500,20-10-2022,6
825722103,BP#ED0001,1,850000,722500,22-10-2022,12
825722103,MH#DH0001,1,2350000,1900000,22-10-2022,18
934773408,TN#AI0001,2,2700000,2400000,23-10-2022,6
934773408,BP#AK0001,1,1690000,1436500,23-10-2022,12
934773408,MH#MS0001,1,2700000,2400000,23-10-2022,18
934773408,CH#DK0001,2,250000,212500,23-10-2022,18
898204082,TN#AI0002,1,4500000,250750,27-10-2022,6
898204082,CH#AK0001,1,440000,374000,27-10-2022,6
366177399,TN#AI0001,1,2700000,2400000,30-10-2022,6
366177399,LO#SN0001,1,3650000,3102500,30-10-2022,12
935376605,BP#AK0002,1,1800000,1530000,30-10-2022,12
847120357,BP#DR0001,1,650000,552500,1-11-2022,12
847120357,MH#MS0001,1,2700000,2400000,1-11-2022,18
332281587,TN#AI0002,4,4500000,4000000,2-11-2022,6
332281587,MH#RE0001,1,3899000,3400000,2-11-2022,18
332281587,BP#NM0001,1,680000,578000,2-11-2022,12
766531497,TN#AI0001,1,2700000,2400000,2-11-2022,6
329966939,BP#NM0001,1,680000,578000,5-11-2022,12
329966939,TN#AI0001,1,2700000,2400000,5-11-2022,6
329966939,MH#DH0001,3,2350000,1900000,6-11-2022,18
983184364,BP#AK0002,1,1800000,1530000,7-11-2022,12
865316559,TN#AI0002,1,4500000,4000000,9-11-2022,6
865316559,MH#DH0001,1,2350000,1900000,9-11-2022,18
946435274,MH#DH0001,2,2350000,1900000,10-11-2022,18
946435274,CH#AK0002,1,295000,250750,10-11-2022,6
932441896,CH#AK0002,1,295000,250750,15-11-2022,6
932441896,MH#DH0001,1,2350000,1900000,15-11-2022,18
847002144,TN#XI0001,1,119000,75000,20-11-2022,6
847002144,TN#AI0002,1,4500000,4000000,20-11-2022,6
941343334,TN#AI0002,1,4500000,4000000,21-11-2022,6
905404187,BP#AK0002,1,1800000,1530000,22-11-2022,12
812163457,TN#AI0001,1,2700000,2400000,23-11-2022,6
